original,normalized,count
Trigram Duplicate Count,TRIGRAM DUPLICATE COUNT,1
Trigram Entropy (Ent-3),TRIGRAM ENTROPY ENT,1
Trigram Information Recovery Ratio,TRIGRAM INFORMATION RECOVERY,1
Trigram information recovery,TRIGRAM INFORMATION RECOVERY,1
Trigram repetition,TRIGRAM REPETITION,1
Triple F1,TRIPLET F1,1
Triple entailment rate,TRIPLE ENTAILMENT RATE,1
Triple-Match F1,TRIPLE MATCH F1,1
TripleScore,TRIPLESCORE,1
Triplet Accuracy,TRIPLET ACCURACY,1
Triplet Alignment Accuracy,TRIPLET ALIGNMENT ACCURACY,1
Triplet F1,TRIPLET F1,1
Triplet Network,TRIPLET NETWORK,1
Triplet-F1,TRIPLET F1,1
Trivial Questions (TQ),TRIVIAL QUESTIONS TQ,1
TruLens,TRULENS,1
True,TRUE,1
True %,TRUE,1
True (%),TRUE,1
True + Info,TRUE INFO,1
True Accuracy,TREE ACCURACY,1
True Positive Rate (TPR),TRUE POSITIVE RATE,1
True percentage,TRUE PERCENTAGE,1
True*Info,TRUE INFO,1
True*Info %,TRUE INFO,1
True*Info (%),TRUE INFO,1
True-Flip-Rate,TRUE FLIP RATE,1
True.*Info.,TRUE INFO,1
TrueE,TRUEE,1
TrueR,TRUER,1
TrueSkill,TRUESKILL,1
TrueTeacher,TRUETEACHER,1
Truncated Inception Entropy,TRUNCATED INCEPTION ENTROPY,1
Trust Score,TRUST,1
Truth,TRUTH,1
Truthful score (%),TRUTHFUL,1
TruthfulQA MC2,TRUTHFULQA MC2,1
TruthfulQA Score,TRUTHFULQA,1
Truthfulness Index,TRUTHFULNESS INDEX,1
Truthfulness Metric,TRUTHFULNESS,1
Truthfulness Rate,TRUTHFULNESS RATE,1
Truthfulness*Informativeness,TRUTHFULNESS INFORMATIVENESS,1
Tuple Coverage,TUPLE COVERAGE,1
Turing Test,TURING TEST,1
Turn,TURN,1
Turn Detection,TURN DETECTION,1
Turn Level Resolution Rate,TURN LEVEL RESOLUTION RATE,1
Turn Score,TURN,1
Turn Success Rate,TURN SUCCESS RATE,1
Turn deletion,TURN DELETION,1
Turn swap,TURN SWAP,1
Turn-level Belief JGA,TURN LEVEL BELIEF JGA,1
TurnACC,TURNACC,1
Turnitin,TURNITIN,1
Turns per Interaction,TURNS PER INTERACTION,1
TyDiQA,TYDIQA,1
Type EM,TYPE EM,1
Type Token Ratio,TYPE TOKEN RATIO,1
Type Validation,TYPE VALIDATION,1
Type-Aware Alignment,TYPE AWARE ALIGNMENT,1
Type-Check Rate,TYPE CHECK RATE,1
Type-Token Ratio (TTR),TYPE TOKEN RATIO TTR CAP,1
Type-Token Ratio (TTR) for candidate diversity,TYPE TOKEN RATIO TTR FOR CANDIDATE DIVERSITY,1
Type-Token Ratio (TTR_cap),TYPE TOKEN RATIO TTR CAP,1
Type-Token Ratio (TTR_cap_2),TYPE TOKEN RATIO TTR CAP,1
Type-Token Ratio (TTR_cap_c),TYPE TOKEN RATIO TTR CAP,1
Type-Token Ratio (TTR_g),TYPE TOKEN RATIO TTR CAP,1
Type-token ratio,TYPE TOKEN RATIO,1
UA,UA,1
UASQ,UASQ,1
UAUC,UAUC,1
UBLEU,UBLEU,1
UCA,UCA,1
UCCA evaluation metric,UCCA EVALUATION,1
UES,UES,1
UID Variance,UID VARIANCE,1
UID-based features,UID BASED FEATURES,1
UMIC,UMIC,1
UNI+,UNI+,1
UNLI,UNLI,1
UQA,UQA,1
UQA F1,UQA F1,1
USE cosine similarity,USE COSINE SIMILARITY,1
USR-MLM,USR MLM,1
UTC,UTC,1
UTILITY,UTILITY,1
UaF1,UAF1,1
Un-Aligned,UN ALIGNED,1
Unanswerable F1,UNANSWERABLE F1,1
Unanswered Ratio,UNANSWERED RATIO,1
Uncertain Accuracy,UNCERTAIN ACCURACY,1
Uncertain Accuracy (UA),UNCERTAIN ACCURACY,1
Uncertainty Classification Accuracy (UCA),UNCERTAINTY CLASSIFICATION ACCURACY UCA,1
Uncertainty Pearson Score,UNCERTAINTY PEARSON,1
Uncertainty Threshold,UNCERTAINTY THRESHOLD,1
Unchanged Outputs Percentage,UNCHANGED OUTPUTS PERCENTAGE,1
Underconfidence,UNDERCONFIDENCE,1
Unexpected Success,UNEXPECTED SUCCESS,1
Unfair Error Rate (UER),UNFAIR ERROR RATE UER,1
Unfaithfulness Rate,UNFAITHFULNESS RATE,1
Unified Coherence,UNIFIED COHERENCE,1
Uniformity,UNIFORMITY,1
Unigram Distributions,UNIGRAM DISTRIBUTIONS,1
Unigram Overlap (1-g),UNIGRAM OVERLAP,1
Unigram Precision,UNIGRAM PRECISION,1
Unigram Recall,UNIGRAM RECALL,1
Unigram overlap,UNIGRAM OVERLAP,1
Unique Bigram Diversity,UNIQUE BIGRAM DIVERSITY,1
Unique Improvement Count (UIC),UNIQUE IMPROVEMENT COUNT UIC,1
Unique Item Count,UNIQUE ITEM COUNT,1
Unique Noun Count,UNIQUE NOUN COUNT,1
Unique tokens,UNIQUE TOKENS,1
Unique word count,UNIQUE WORD COUNT,1
Uniqueness,UNIQUENESS,1
Uniqueness Score,UNIQUENESS,1
Unit Test Pass Rate,UNIT TEST PASS RATE,1
Unit Tests,UNIT TESTS,1
Unit test accuracy,UNIT TEST ACCURACY,1
Unit test pass rate,UNIT TEST PASS RATE,1
Unit testing,UNIT TESTING,1
Unit tests,UNIT TESTS,1
Unit-BLEU,UNIT BLEU,1
Unknown Perception Rate,UNKNOWN PERCEPTION RATE,1
Unknown Question Rejection,UNKNOWN QUESTION REJECTION,1
Unknown Recall,UNKNOWN RECALL,1
Unknown to Uncertain Rate,UNKNOWN TO UNCERTAIN RATE,1
Unlabeled Attachment Score,UNLABELED ATTACHMENT,1
Unlabeled Attachment Score (UAS),UNLABELED ATTACHMENT,1
Unlabeled F1,UNLABELED F1,1
Unlearn Success Rate,UNLEARN SUCCESS RATE,1
Unnecessary Questions (UQ),UNNECESSARY QUESTIONS UQ,1
Unnecessary Subtasks/Milestones,UNNECESSARY SUBTASKS MILESTONES,1
Unnormalized Likelihood,UNNORMALIZED LIKELIHOOD,1
Unordered Exact Match,UNORDERED EXACT MATCH,1
Unsafe Rate,UNSAFE RATE,1
Unsafe Response Rate,UNSAFE RESPONSE RATE,1
Unspecified semantic parsing metrics,UNSPECIFIED SEMANTIC PARSING METRICS,1
Unsupported Entity Tokens,UNSUPPORTED ENTITY TOKENS,1
Untargeted Attack Success Rate,UNTARGETED ATTACK SUCCESS RATE,1
Unweighted Accuracy,UNWEIGHTED ACCURACY,1
Unweighted Average Accuracy,UNWEIGHTED ACCURACY,1
UpdateROUGE,UPDATEROUGE,1
Upper Bound Calibration Error,UPPER BOUND CALIBRATION ERROR,1
Upvote,UPVOTE,1
Usable information (nats),USABLE INFORMATION NATS,1
User Interactions,USER INTERACTIONS,1
User Satisfaction,USER SATISFACTION,1
User Turn-taking Acc@k,USER TURN TAKING ACC,1
Utility under Attack (U),UTILITY UNDER ATTACK,1
V-Information,V INFORMATION,1
V-score,V,1
V/UV F1,V UV F1,1
V/UV F1 score,V UV F1,1
VAD,VAD,1
VADER Sentiment Score,VADER SENTIMENT,1
VADER sentiment analysis,VADER SENTIMENT ANALYSIS,1
VBCM,VBCM,1
VBench,VBENCH,1
VDCScore,VDCSCORE,1
VDE,VDE,1
VELA,VELA,1
VERISCORE,VERISCORE,1
VFID,VFID,1
VISOR,VISOR,1
VLEU,VLEU,1
VLM Score,VLM,1
VM@50,VM,1
VMSE,VMSE,1
VPEval,VPEVAL,1
VQA,VQA,1
VQA score,VQA,1
VQA-Score,VQA,1
VQA-based faithfulness,VQA BASED FAITHFULNESS,1
VSR,VSR,1
VU for Incorrect answer,VU FOR INCORRECT ANSWER,1
VU/SU Disagreement Rate,VU SU DISAGREEMENT RATE,1
VUP,VUP,1
Vagueness Judgement Accuracy,VAGUENESS JUDGEMENT ACCURACY,1
Val_PPL,VAL PPL,1
Valid Execution Rate,VALID EXECUTION RATE,1
Valid Graph,VALID GRAPH,1
Valid Page Score,VALID PAGE,1
Valid Patch Rate,VALID PATCH RATE,1
Valid Prefix Accuracy,VALID PREFIX ACCURACY,1
Valid Response Rate,VALID RESPONSE RATE,1
Validation Score,VALIDATION,1
Validation Score (Val.Score),VALIDATION VAL,1
Validity and Efficiency Score (VES),VALIDITY AND EFFICIENCY VES,1
Value,VALUE,1
Value Vector Similarity,VALUE VECTOR SIMILARITY,1
Value-all,VALUE ALL,1
VarL,VARL,1
Variance of Variations (VOV),VARIANCE OF VARIATIONS VOV,1
Variation,VARIATION,1
Variation Percentage,VARIATION PERCENTAGE,1
Vector Extrema Cosine Similarity,VECTOR EXTREMA COSINE SIMILARITY,1
Vector Extremes,VECTOR EXTREMES,1
Vector-Extrema,VECTOR EXTREMA,1
VectorExtrema,VECTOR EXTREMA,1
Vendi Score (VS),VENDI VS,1
Vera,VERA,1
Verb Nucleus F1,VERB NUCLEUS F1,1
Verb Nucleus Precision,VERB NUCLEUS PRECISION,1
Verb Nucleus Recall,VERB NUCLEUS RECALL,1
Verb Phrase Ellipsis Accuracy,VERB PHRASE ELLIPSIS ACCURACY,1
Verb count,VERB COUNT,1
Verb:Token Ratio,VERB TOKEN RATIO,1
Verbal Steps,VERBAL STEPS,1
Verdict Switch Rate,VERDICT SWITCH RATE,1
Verification Confidence,VERIFICATION CONFIDENCE,1
Verification Pass Rate,VERIFICATION PASS RATE,1
Verification Success Rate,VERIFICATION SUCCESS RATE,1
Vertical Shift,VERTICAL SHIFT,1
ViSQOL,VISQOL,1
ViT,VIT,1
Vicuna-Bench,VICUNA BENCH,1
Vicuna-bench,VICUNA BENCH,1
Video-Text Relevance,VIDEO TEXT RELEVANCE,1
VideoMME,VIDEOMME,1
VideoScore,VIDEOSCORE,1
VilBERTScore,VILBERTSCORE,1
Vina Dock score,VINA DOCK,1
Violation Rate (E_r),VIOLATION RATE,1
Virtual Knowledge (VK),VIRTUAL KNOWLEDGE VK,1
VisIT-Bench ELO Ranking,VISIT BENCH ELO RANKING,1
Visit Count,VISIT COUNT,1
Visual Consistency,VISUAL CONSISTENCY,1
Visual Dependency Measure,VISUAL DEPENDENCY MEASURE,1
Visual Generality,VISUAL GENERALITY,1
Visual Perceptibility,VISUAL PERCEPTIBILITY,1
Visual Relevance,VISUAL RELEVANCE,1
Visual Similarity,VISUAL SIMILARITY,1
Visual Steps,VISUAL STEPS,1
Visualization Score,VISUALIZATION,1
Voc,VOC,1
Vocab:Token Ratio,VOCAB TOKEN RATIO,1
Vocabulary,VOCABULARY,1
Vocabulary Coverage,VOCABULARY COVERAGE,1
Vocabulary Diversity,VOCABULARY DIVERSITY,1
Vocabulary Expansion,VOCABULARY EXPANSION,1
Vocabulary Overlap,VOCABULARY OVERLAP,1
Vocabulary Richness,VOCABULARY RICHNESS,1
Vocabulary distribution,VOCABULARY DISTRIBUTION,1
Vocabulary diversity,VOCABULARY DIVERSITY,1
Vocabulary size,VOCABULARY SIZE,1
Vocal Steps,VOCAL STEPS,1
Vrank,VRANK,1
Vul@k,VUL,1
Vulnerable Robustness (VR),VULNERABLE ROBUSTNESS VR,1
W-Clean,W CLEAN,1
WAI,WAI,1
WAcc,WACC,1
WB-Score,WB,1
WEO,WEO,1
WER_Ctx,WER CTX,1
WER_t_hyp,WER T HYP,1
WER_t_ref,WER T REF,1
WFR,WFR,1
WINrate,WIN RATE,1
WIScore,WISCORE,1
WInToRe,WINTORE,1
WMDo,WMDO,1
WMS,WMS,1
WPS,WPS,1
WR,WR,1
WREP,WREP,1
WRR,WRR,1
WSR,WSR,1
WTR,WTR,1
WUPS,WUPS,1
WV-MOS,WV MOS,1
WWLK,WWLK,1
WWLKθ,WWLK,1
Wall-clock speedup,WALL CLOCK SPEEDUP,1
Walltime Speedup,WALLTIME SPEEDUP,1
Warning Rate,WARNING RATE,1
Wasserstein-1 distance,WASSERSTEIN DISTANCE,1
Watermark Detection Accuracy,WATERMARK DETECTION ACCURACY,1
Watermark Detection Score,WATERMARK DETECTION,1
Watermark strength,WATERMARK STRENGTH,1
WeCheck,WECHECK,1
Weak String Match,WEAK STRING MATCH,1
WebNLG-F1,WEBNLG F1,1
WebNLG-Precision,WEBNLG PRECISION,1
WebNLG-Recall,WEBNLG RECALL,1
Weighted AUC,AUC,1
Weighted Answer Quality Metric,ANSWER QUALITY,1
Weighted Chamfer Distance,CHAMFER DISTANCE,1
Weighted Final Score (WFS),FINAL WFS,1
Weighted Kappa,KAPPA,1
Weighted Log-Odds Ratios,LOG ODDS RATIO,1
Weighted Pairwise Rank,PAIRWISE RANK,1
Weighted ROUGE,ROUGE,1
Weighted Style Accuracy,STYLE ACCURACY,1
Weighted Success Rate,SUCCESS RATE,1
Weighted Triplet F1,TRIPLET F1,1
Weisfeiler-Lehman graph hash,WEISFEILER LEHMAN GRAPH HASH,1
Well-formedness,WELL FORMEDNESS,1
Wellformedness,WELL FORMEDNESS,1
Whole Task Success Rate,WHOLE TASK SUCCESS RATE,1
Whole-word accuracy,WHOLE WORD ACCURACY,1
WideDeep,WIDEDEEP,1
Wiki,WIKI,1
Wilcoxon Signed-Rank Test,WILCOXON SIGNED RANK TEST,1
WildVision,WILDVISION,1
Win Rate Advantage,WIN RATE ADVANTAGE,1
Win+Tie rate,WIN+TIE RATE,1
Win-Loss Rate,WIN LOSS RATE,1
Win-Tie-Lose,WIN TIE LOSE,1
Win-Tie-Rate (WTR),WIN TIE RATE WTR,1
Win/tie/lose counts,WIN TIE LOSE COUNTS,1
WinR,WINR,1
Window Overlap,WINDOW OVERLAP,1
Window Vertex L2,WINDOW VERTEX L2,1
Winnability,WINNABILITY,1
Winning Ratio,WINNING RATIO,1
Winning rate,WINNING RATE,1
Wino-Grande,WINOGRANDE,1
WinoBias accuracy difference,WINOBIAS ACCURACY DIFFERENCE,1
WinoGender,WINOGENDER,1
WinoGrande,WINOGRANDE,1
WinoMT,WINOMT,1
Winrate Shift,WINRATE SHIFT,1
Wizard Eval,WIZARD EVAL,1
WoW-Coherence,WOW COHERENCE,1
Word Accuracy,WORD ACCURACY,1
Word Alignment,WORD ALIGNMENT,1
Word Boundary Recall,WORD BOUNDARY RECALL,1
Word Edit F1,WORD EDIT F1,1
Word Edit Precision,WORD EDIT PRECISION,1
Word F-measure,WORD F MEASURE,1
Word F1,WORD F1,1
Word Frequency,WORD FREQUENCY,1
Word Inclusion,WORD INCLUSION,1
Word Inclusion Coverage,WORD INCLUSION COVERAGE,1
Word Incorporation Rate,WORD INCORPORATION RATE,1
Word Information Preserved,WORD INFORMATION PRESERVED,1
Word Integrity,WORD INTEGRITY,1
Word Length Similarity,WORD LENGTH SIMILARITY,1
Word Mover Similarity,WORD MOVER SIMILARITY,1
Word Order Accuracy,WORD ORDER ACCURACY,1
Word Pair Deviation,WORD PAIR DEVIATION,1
Word Position Deviation (WPD),WORD POSITION DEVIATION WPD,1
Word Prevalence,WORD PREVALENCE,1
Word accuracy,WORD ACCURACY,1
Word count,WORD COUNT,1
Word frequency count,WORD FREQUENCY COUNT,1
Word mover's distance,WORD MOVER S DISTANCE,1
Word n-gram Overlap,WORD N GRAM OVERLAP,1
Word order accuracy,WORD ORDER ACCURACY,1
Word perturbation rate,WORD PERTURBATION RATE,1
Word similarity (nearest neighbors),WORD SIMILARITY NEAREST NEIGHBORS,1
Word-level Pass Rate (WPR),WORD LEVEL PASS RATE WPR,1
Word-level accuracy,WORD LEVEL ACCURACY,1
Word-level positiveness,WORD LEVEL POSITIVENESS,1
Word-type Overlap,WORD TYPE OVERLAP,1
Word2Vec Cosine Similarity,WORD2VEC COSINE SIMILARITY,1
WordNet Similarity,WORDNET SIMILARITY,1
WordRank,WORDRANK,1
WorldBench,WORLDBENCH,1
WritePrints,WRITEPRINT,1
Writeprint,WRITEPRINT,1
Writer's attitudes,WRITER S ATTITUDES,1
Wrong Output Rate,WRONG OUTPUT RATE,1
Wrongly Withheld Location Proportion,WRONGLY WITHHELD LOCATION PROPORTION,1
XBI,XBI,1
XCOMET-QE,XCOMET QE,1
XCOMET-QE-XL,XCOMET QE XL,1
XCOMET-XL-CONF,XCOMET XL CONF,1
XCOMET-XXL-CONF,XCOMET XL CONF,1
XCOPA,XCOPA,1
XComet-XL,XCOMET XL,1
XF1,XF1,1
XLM-R Embedding Similarity,XLM R EMBEDDING SIMILARITY,1
XLM-RoBERTa,XLM ROBERTA,1
XLsim,XLSIM,1
XMI,XMI,1
XMoverScore,XMOVERSCORE,1
XS2match,XS2MATCH,1
XSTest,XSTEST,1
XStoryCloze,XSTORYCLOZE,1
XSum,XSUM,1
XferBench,XFERBENCH,1
YISI-2,YISI,1
YiSi-2-srl,YISI 2 SRL,1
Yisi-1,YISI,1
Yisi1,YISI1,1
Yisi1-SRL,YISI1 SRL,1
Yngve,YNGVE,1
Yule's I,YULE S,1
Z-score,Z,1
Zero JSD,ZERO JSD,1
Zero-shot Image Classification Accuracy,ZERO SHOT IMAGE CLASSIFICATION ACCURACY,1
Zipf Coefficient,ZIPF COEFFICIENT,1
Zipf's Coefficient,ZIPF COEFFICIENT,1
Zipf's law adherence,ZIPF S LAW ADHERENCE,1
aAcc,AACC,1
ability selection accuracy,ABILITY SELECTION ACCURACY,1
absolute accuracy drop,ABSOLUTE ACCURACY DROP,1
abstain rate,ABSTAIN RATE,1
abstractiveness scores,ABSTRACTIVENESS SCORES,1
acc,ACC,1
acc_cst,ACC CST,1
acc_eq,ACC EQ,1
acc_norm,ACC NORM,1
acceptance rate,ACCEPTANCE RATE,1
accuracy difference,ACCURACY DIFFERENCE,1
accuracy+,ACCURACY,1
accuracy-any,ACCURACY ANY,1
accuracy@K,ACCURACY,1
accuracy@k,ACCURACY,1
act goal rate,ACT GOAL RATE,1
adjusted Rand index,ADJUSTED RAND INDEX,1
adjusted win rate,ADJUSTED WIN RATE,1
adversarial success rate,ADVERSARIAL SUCCESS RATE,1
agreement rate,AGREEMENT RATE,1
agreement ratio,AGREEMENT RATIO,1
all goal rate,ALL GOAL RATE,1
all-hit rate,ALL HIT RATE,1
all-mpnet-base-v2,ALL MPNET BASE V2,1
all_cst,ALL CST,1
analogy accuracy (An),ANALOGY ACCURACY AN,1
anova,ANOVA,1
answer extraction rate,ANSWER EXTRACTION RATE,1
answer inclusion,ANSWER INCLUSION,1
attention mass change,ATTENTION MASS CHANGE,1
attribute inference success rate,ATTRIBUTE INFERENCE SUCCESS RATE,1
auto-AIS,AUTOAIS,1
automatic accuracy,AUTOMATIC ACCURACY,1
average LLM calls,LLM CALLS,1
average LLM score,LLM,1
average accept length,ACCEPT LENGTH,1
average accuracy,ACCURACY,1
average iterations,ITERATIONS,1
average length,LENGTH,1
average output length,OUTPUT LENGTH,1
average performance,PERFORMANCE,1
average performance rank,PERFORMANCE RANK,1
average precision,PRECISION,1
average prices accepted,PRICES ACCEPTED,1
average prices offered,PRICES OFFERED,1
average rank,RANK,1
average reward,REWARD,1
average token count,TOKEN COUNT,1
average turns,TURNS,1
average utterance length,UTTERANCE LENGTH,1
awareness ratio,AWARENESS RATIO,1
backchanneling,BACKCHANNELING,1
behavior shift rate,BEHAVIOR SHIFT RATE,1
benchmark scores,BENCHMARK SCORES,1
best-of-N,BEST OF,1
best_subspan_em,BEST SUBSPAN EM,1
bias score,BIAS,1
bidirectional retrieval accuracy,BIDIRECTIONAL RETRIEVAL ACCURACY,1
bigram recall,BIGRAM RECALL,1
binary cross-entropy loss,CROSS ENTROPY LOSS,1
binary sentiment,SENTIMENT,1
binding affinity,BINDING AFFINITY,1
binnedECE,BINNEDECE,1
bit accuracy,BIT ACCURACY,1
bm-25,BM,1
bootstrap significance test,BOOTSTRAP SIGNIFICANCE TEST,1
bracketing F1,BRACKETING F1,1
branch coverage,BRANCH COVERAGE,1
c-tf-idf,C TF IDF,1
c@1,C,1
cDC,CDC,1
cES,CES,1
calibration error,CALIBRATION ERROR,1
cell-precision,CELL PRECISION,1
cell-recall,CELL RECALL,1
character F1 score,CHARACTER F1,1
chat consistency score,CHAT CONSISTENCY,1
chrBLEU,CHRBLEU,1
chrF1,CHRF1,1
chrf,CHRF,1
claim recall,CLAIM RECALL,1
class-F1,CLASS F1,1
classifier probability,CLASSIFIER PROBABILITY,1
clemscore,CLEMSCORE,1
clinical factual accuracy,CLINICAL FACTUAL ACCURACY,1
clustering,CLUSTERING,1
code execution success,CODE EXECUTION SUCCESS,1
code similarity,CODE SIMILARITY,1
cohens_d,COHEN,1
cohens_kappa,COHEN S KAPPA,1
combined Pearson-Spearman score,COMBINED PEARSON SPEARMAN,1
combined tuple-tuple entailment,COMBINED TUPLE TUPLE ENTAILMENT,1
common-sense sensitivity,COMMON SENSE SENSITIVITY,1
completion probability,COMPLETION PROBABILITY,1
component F1,COMPONENT F1,1
component match accuracy,COMPONENT MATCH ACCURACY,1
component matching accuracy,COMPONENT MATCH ACCURACY,1
compound translation error rate,COMPOUND TRANSLATION ERROR RATE,1
comprehensiveness,COMPREHENSIVENESS,1
compression rate,COMPRESSION RATIO,1
confidence,CONFIDENCE,1
confidence score,CONFIDENCE,1
confidence_intervals,CONFIDENCE INTERVALS,1
consistency error count,CONSISTENCY ERROR COUNT,1
consistency rate,CONSISTENCY RATE,1
constraint pass rate,CONSTRAINT PASS RATE,1
content preservation,CONTENT PRESERVATION,1
context sensitivity,CONTEXT SENSITIVITY,1
contrast set accuracy,CONTRAST SET ACCURACY,1
contrastive evaluation,CONTRASTIVE EVALUATION,1
convergent creativity,CONVERGENT CREATIVITY,1
conversion correctness rate,CONVERSION CORRECTNESS RATE,1
copy rate,COPY RATE,1
copying token ratio,COPYING TOKEN RATIO,1
correct-paraphrase metric,CORRECT PARAPHRASE,1
cost-performance curves,COST PERFORMANCE CURVES,1
cover-EM,COVER EM,1
coverage percentage,COVERAGE PERCENTAGE,1
cross-lingual transfer gap,CROSS LINGUAL TRANSFER GAP,1
cross-modality imputation perplexity (mpl),CROSS MODALITY IMPUTATION PERPLEXITY MPL,1
ctxPro accuracy,CTXPRO ACCURACY,1
d accuracy,D ACCURACY,1
d-chrF,D CHRF,1
d-prime,D PRIME,1
d-select,D SELECT,1
d-v accuracy,D ACCURACY,1
decisiveness,DECISIVENESS,1
decoding speed,DECODING SPEED,1
decoding time,DECODING TIME,1
definition accuracy,DEFINITION ACCURACY,1
degenerate rate,DEGENERATE RATE,1
determinant of similarity matrix,DETERMINANT OF SIMILARITY MATRIX,1
dialog perplexity,DIALOG PERPLEXITY,1
dice score,DICE,1
discourse-specific error rate,DISCOURSE SPECIFIC ERROR RATE,1
dist-2,DIST,1
distinct bigrams,DISTINCT BIGRAMS,1
distinct content words,DISTINCT CONTENT WORDS,1
distinct-3,DISTINCT,1
distinct-n-grams,DISTINCT N GRAMS,1
distinct@k,DISTINCT,1
distracting effect,DISTRACTING EFFECT,1
div-4,DIV,1
divergence detector,DIVERGENCE DETECTOR,1
divergent creativity,DIVERGENT CREATIVITY,1
diversity metric,DIVERSITY,1
document recall,DOCUMENT RECALL,1
drop rate,DROP RATE,1
dup_token_ratio,DUP TOKEN RATIO,1
duplication ratio,DUPLICATION RATIO,1
eBLEU,EBLEU,1
eRank,ERANK,1
edit accuracy,EDIT ACCURACY,1
edit-distance,EDIT DISTANCE,1
effect size,EFFECT SIZE,1
efficacy,EFFICACY,1
emb_div,EMB DIV,1
emb_rel,EMB REL,1
emb_sim,EMB SIM,1
emotion accuracy,EMOTION ACCURACY,1
emotional intensity score,EMOTIONAL INTENSITY,1
empirical coverage,EMPIRICAL COVERAGE,1
end-to-end success rate,END TO END SUCCESS RATE,1
entailment,ENTAILMENT,1
entity overlap ratio,ENTITY OVERLAP RATIO,1
entity-aware BERTScore,ENTITY AWARE BERTSCORE,1
error rate,ERROR RATE,1
error span count,ERROR SPAN COUNT,1
eval_bool_exact_match,EVAL BOOL EXACT MATCH,1
eval_element_included,EVAL ELEMENT INCLUDED,1
eval_element_list_included,EVAL ELEMENT LIST INCLUDED,1
eval_element_list_overlap,EVAL ELEMENT LIST OVERLAP,1
eval_float_exact_match,EVAL FLOAT EXACT MATCH,1
eval_fuzzy_image_match,EVAL FUZZY IMAGE MATCH,1
eval_int_exact_match,EVAL INT EXACT MATCH,1
eval_paper_relevance_with_reference_answer,EVAL PAPER RELEVANCE WITH REFERENCE ANSWER,1
eval_string_exact_match,EVAL STRING EXACT MATCH,1
eval_structured_object_exact_match,EVAL STRUCTURED OBJECT EXACT MATCH,1
eval_vqa,EVAL VQA,1
evaluation time,EVALUATION TIME,1
evidence recall,EVIDENCE RECALL,1
exact matching,EXACT MATCHING,1
exact string match,EXACT STRING MATCH,1
exact string matching,EXACT STRING MATCH,1
exact-match,EXACT MATCH,1
exact-matching,EXACT MATCHING,1
executability metric,EXECUTABILITY,1
executability rate,EXECUTABILITY RATE,1
execution + LLM similarity scoring,EXECUTION + LLM SIMILARITY SCORING,1
execution + TFIDF,EXECUTION + TFIDF,1
execution + embedding similarity,EXECUTION + EMBEDDING SIMILARITY,1
execution match,EXECUTION MATCH,1
execution output matching,EXECUTION OUTPUT MATCHING,1
execution-match accuracy,EXECUTION MATCH ACCURACY,1
execution-with-values accuracy,EXECUTION WITH VALUES ACCURACY,1
exemplification score,EXEMPLIFICATION,1
explicit rejection rate,EXPLICIT REJECTION RATE,1
extractive fragment density,EXTRACTIVE FRAGMENT DENSITY,1
f-MMr,F MMR,1
f200spBLEU,F200SPBLEU,1
fAcc,FACC,1
fDC,FDC,1
fact_ENT,FACT ENT,1
fact_ENTNLI,FACT ENTNLI,1
factual recall accuracy,FACTUAL RECALL ACCURACY,1
faithful response uncertainty,FAITHFUL RESPONSE UNCERTAINTY,1
faithfulness test pass rate,FAITHFULNESS TEST PASS RATE,1
fallacy-rate,FALLACY RATE,1
false negative rate,FALSE NEGATIVE RATE,1
false-positive rate,FALSE POSITIVE RATE,1
fastText Classifier,FASTTEXT CLASSIFIER,1
final answer accuracy,FINAL ANSWER ACCURACY,1
first-person detection,FIRST PERSON DETECTION,1
fixed coverage,FIXED COVERAGE,1
flip rate,FLIP RATE,1
fluency,FLUENCY,1
formality classifier,FORMALITY CLASSIFIER,1
formality regression score,FORMALITY REGRESSION,1
format,FORMAT,1
format metric,FORMAT,1
forward reward,FORWARD REWARD,1
found-verb metric,FOUND VERB,1
fraction of problems solved,FRACTION OF PROBLEMS SOLVED,1
frequency of sycophantic response,FREQUENCY OF SYCOPHANTIC RESPONSE,1
full recall,FULL RECALL,1
fuzzy_match,FUZZY MATCH,1
gIoU,GIOU,1
generated token number,GENERATED TOKEN NUMBER,1
generation entropy,GENERATION ENTROPY,1
generative strength,GENERATIVE STRENGTH,1
goal achievement ratio,GOAL ACHIEVEMENT RATIO,1
goal condition recall,GOAL CONDITION RECALL,1
goal-condition satisfaction,GOAL CONDITION SATISFACTION,1
goodness@0.1,GOODNESS,1
grammar,GRAMMAR,1
graph density,GRAPH DENSITY,1
graph energy,GRAPH ENERGY,1
guesser accuracy,GUESSER ACCURACY,1
hDCG,HDCG,1
hERG score,HERG,1
harm score,HARM,1
harmfulness rate,HARMFULNESS RATE,1
harmless score,HARMLESS,1
harmlessness score,HARMLESSNESS,1
helpful score,HELPFUL,1
helpfulness score,HELPFULNESS,1
high-quality ratio,HIGH QUALITY RATIO,1
